created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,text,favorited_by,scopes,display_text_width,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-15T18:51:13Z,1592591065600913400,1592591065600913408,Otro mapa que muestra la topografía (exagerada) de Sudamérica https://t.co/56fFWE9Rwm,FALSE,61,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,4,FALSE,FALSE,FALSE,es,,1592477563552960500,1592477563552960513,,,Otro mapa que muestra la topografía (exagerada) de Sudamérica https://t.co/56fFWE9Rwm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-15T18:39:24Z,1592588090513948700,1592588090513948672,"Porcentaje de la población de un país en Sudamérica, que reside en la ciudad capital. Montevideo destaca con más de la mitad 😀 https://t.co/SN41kOcVb4",FALSE,126,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,FALSE,FALSE,es,,1592564340200292400,1592564340200292352,,,"Porcentaje de la población de un país en Sudamérica, que reside en la ciudad capital. Montevideo destaca con más de la mitad 😀 https://t.co/SN41kOcVb4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-15T04:30:00Z,1592374332751155200,1592374332751155200,"#30DayMapChallenge

Day 15 - Food/drink
Destination of Bolivia's main agricultural exports

Día 15 - Comida/bebida
Destino de principales exportaciones agrícolas de Bolivia

Interactive map/mapa: https://t.co/emqueNNGUl

Source/fuente: INE Bolivia.
Tools/Herramientas: Flourish https://t.co/p4073zWrtK",FALSE,277,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 15 - Food/drink
Destination of Bolivia's main agricultural exports

Día 15 - Comida/bebida
Destino de principales exportaciones agrícolas de Bolivia

Interactive map/mapa: https://t.co/emqueNNGUl

Source/fuente: INE Bolivia.
Tools/Herramientas: Flourish https://t.co/p4073zWrtK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T18:22:24Z,1592221427222335500,1592221427222335488,Mapa de cobertura forestal de Sudamérica https://t.co/egAUSA1QUr,FALSE,40,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1,4,FALSE,FALSE,FALSE,es,,1592191784024559600,1592191784024559617,,,Mapa de cobertura forestal de Sudamérica https://t.co/egAUSA1QUr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T16:01:25Z,1592185947286012e3,1592185947286011904,"@Zuev34W Using sunflower oil down here in Santa Cruz, SC, Bolivia (https://t.co/3VCdy6dEeu)",FALSE,91,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1592181791720358e3,1592181791720357889,1103150306152587300,1103150306152587264,Zuev34W,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,en,,NA,NA,,,"@Zuev34W Using sunflower oil down here in Santa Cruz, SC, Bolivia (https://t.co/3VCdy6dEeu)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T14:51:15Z,1592168288641056800,1592168288641056768,Planetas del sistema solar: comparación de su tiempo de rotación y dimensiones. https://t.co/n1k7VG9UsI,FALSE,79,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,1,FALSE,FALSE,FALSE,es,,1592090827677106200,1592090827677106177,,,Planetas del sistema solar: comparación de su tiempo de rotación y dimensiones. https://t.co/n1k7VG9UsI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T14:43:30Z,1592166337371345e3,1592166337371344898,La pobreza en Sudamérica ha empeorado la pasada década. https://t.co/PkRUQK8ecE,FALSE,55,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,FALSE,FALSE,es,,1592141555116265500,1592141555116265473,,,La pobreza en Sudamérica ha empeorado la pasada década. https://t.co/PkRUQK8ecE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T04:30:00Z,1592011944894005200,1592011944894005248,"#30DayMapChallenge

Day 14 - Hexagons
Density of schools in Bolivia.

Día 14 - Hexágonos
Densidad de unidades educativas en Bolivia.

Source/fuente: Ministerio de Educación de Bolivia
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/o3i3XxRGD4",FALSE,234,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,15,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 14 - Hexagons
Density of schools in Bolivia.

Día 14 - Hexágonos
Densidad de unidades educativas en Bolivia.

Source/fuente: Ministerio de Educación de Bolivia
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/o3i3XxRGD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T12:56:16Z,1591776961839648800,1591776961839648769,@Kartokobri C'est aussi le 17ème jour : carte sans ordinateur,FALSE,61,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591712167417774e3,1591712167417774085,1189967197730431e3,1189967197730430977,Kartokobri,,,,NA,FALSE,0,1,FALSE,FALSE,NA,fr,,NA,NA,,,@Kartokobri C'est aussi le 17ème jour : carte sans ordinateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T12:48:27Z,1591774995554136e3,1591774995554136065,RT @dhernangomez: #30DayMapChallenge  Day 13 : 5 min map. Elevation of Bolivia w/ hillshade. I re-used previous code that allows me to prod…,FALSE,140,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,0,TRUE,TRUE,NA,en,,NA,NA,,,RT @dhernangomez: #30DayMapChallenge  Day 13 : 5 min map. Elevation of Bolivia w/ hillshade. I re-used previous code that allows me to prod…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T12:47:40Z,1591774798757220400,1591774798757220353,Representación de elevación de Bolivia con relieve sombreado. Incluye código R para reproducir... https://t.co/xBhyB9M7Oa,FALSE,97,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,FALSE,FALSE,es,,1591710364571504600,1591710364571504640,,,Representación de elevación de Bolivia con relieve sombreado. Incluye código R para reproducir... https://t.co/xBhyB9M7Oa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T04:30:00Z,1591649557095456800,1591649557095456770,"#30DayMapChallenge

Day 13 - 5 minute map
City of Santa Cruz, SC, Bolivia.

Día 13 - mapa de 5 minutos
Ciudad de Santa Cruz, SC, Bolivia.

Source/fuente: OpenStreetMap, Mapbox
Tools/Herramientas: https://t.co/ufHR3qW1tx https://t.co/R8NDZd4UFT",FALSE,219,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,5,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 13 - 5 minute map
City of Santa Cruz, SC, Bolivia.

Día 13 - mapa de 5 minutos
Ciudad de Santa Cruz, SC, Bolivia.

Source/fuente: OpenStreetMap, Mapbox
Tools/Herramientas: https://t.co/ufHR3qW1tx https://t.co/R8NDZd4UFT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12T23:22:26Z,1591572155443351600,1591572155443351552,Proyección de Mercator vs Mundo Real (dimensiones reales) https://t.co/9J0SvCdcL8,FALSE,57,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,2,FALSE,FALSE,FALSE,es,,1591506882522656800,1591506882522656769,,,Proyección de Mercator vs Mundo Real (dimensiones reales) https://t.co/9J0SvCdcL8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12T21:40:20Z,1591546461396897800,1591546461396897793,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 1, points

Bolivia, Santa Cruz de la Sierra (ciudad). Encuesta epidemiológica (2012) en 100 raci…",FALSE,140,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,0,TRUE,TRUE,NA,es,,NA,NA,,,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 1, points

Bolivia, Santa Cruz de la Sierra (ciudad). Encuesta epidemiológica (2012) en 100 raci…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12T21:39:57Z,1591546364122779600,1591546364122779648,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 3, Polygons

Bolivia, Santa Cruz de la Sierra (ciudad). A escala de manzano: viviendas con ‘alca…",FALSE,140,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,0,TRUE,TRUE,NA,es,,NA,NA,,,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 3, Polygons

Bolivia, Santa Cruz de la Sierra (ciudad). A escala de manzano: viviendas con ‘alca…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12T21:38:42Z,1591546050355011600,1591546050355011584,"RT @AdhemarFabio: #30DaysMapChallenge
Day 11, Color Friday: Red

Bolivia, Santa Cruz de la Sierra; mancha urbana. La imagen (combinación de…",FALSE,140,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,0,TRUE,TRUE,NA,es,,NA,NA,,,"RT @AdhemarFabio: #30DaysMapChallenge
Day 11, Color Friday: Red

Bolivia, Santa Cruz de la Sierra; mancha urbana. La imagen (combinación de…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12T04:30:00Z,1591287169951289300,1591287169951289345,"#30DayMapChallenge

Day 12 - Scale
Map scale with examples.

Día 12 - Escala
Escala cartográfica con ejemplos.

Source/fuente: INE Bolivia CNPV 2012
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/yCWljCW0ZN",FALSE,199,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,8,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 12 - Scale
Map scale with examples.

Día 12 - Escala
Escala cartográfica con ejemplos.

Source/fuente: INE Bolivia CNPV 2012
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/yCWljCW0ZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11T14:26:13Z,1591074825811943400,1591074825811943425,RT @Ivanna_Torrico: ¡¡#BuenViernes amigos de #Twitter!! https://t.co/Cs3nMHRxJa,FALSE,79,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,0,TRUE,TRUE,FALSE,pt,,NA,NA,,,RT @Ivanna_Torrico: ¡¡#BuenViernes amigos de #Twitter!! https://t.co/Cs3nMHRxJa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11T04:30:00Z,1590924781355819e3,1590924781355819008,"#30DayMapChallenge

Day 11 - Colour Friday: Red
Builtup area of Santa Cruz, SC, Bolivia.

Día 11 - Viernes de color: Rojo
Área construida de Santa Cruz, SC, Bolivia.

Source/Fuente: https://t.co/ZIGrsUuUKa
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/vTbvvaKMJW",FALSE,256,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,5,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 11 - Colour Friday: Red
Builtup area of Santa Cruz, SC, Bolivia.

Día 11 - Viernes de color: Rojo
Área construida de Santa Cruz, SC, Bolivia.

Source/Fuente: https://t.co/ZIGrsUuUKa
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/vTbvvaKMJW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11T03:57:34Z,1590916619114807300,1590916619114807296,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 7: Raster

Bolivia, Santa Cruz de la Sierra. Puente Urubó, Colinas del Urubó, Cordón ecológico.…",FALSE,139,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,0,TRUE,TRUE,NA,es,,NA,NA,,,"RT @AdhemarFabio: #30DaysMapChallenge 
Day 7: Raster

Bolivia, Santa Cruz de la Sierra. Puente Urubó, Colinas del Urubó, Cordón ecológico.…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-10T04:30:00Z,1590562394689921e3,1590562394689921025,"#30DayMapChallenge

Day 10 - A bad map
South America: animals in country coat of arms.

Día 10 - Un mapa malo
Sudamérica: animales en escudo de armas de países.

Source/fuente: own pictures, web search
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/WV3lxSa0oD",FALSE,252,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 10 - A bad map
South America: animals in country coat of arms.

Día 10 - Un mapa malo
Sudamérica: animales en escudo de armas de países.

Source/fuente: own pictures, web search
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/WV3lxSa0oD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-10T01:12:40Z,1590512733010952200,1590512733010952192,Países donde se ha filmado alguna película de Guerra de las Galaxias. Incluye un lugar en Bolivia (salar de Uyuni) https://t.co/iQFgPvxMs7,FALSE,114,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,1,FALSE,FALSE,FALSE,es,,1590434108127465500,1590434108127465472,,,Países donde se ha filmado alguna película de Guerra de las Galaxias. Incluye un lugar en Bolivia (salar de Uyuni) https://t.co/iQFgPvxMs7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T14:12:43Z,1590346649456738300,1590346649456738304,"RT @beyondwattsuk: Plotting ISS orbits for today (9-Nov) with the amazing Skyfield library for #30DayMapChallenge Day 9 -Space

Made with #…",FALSE,140,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,0,TRUE,TRUE,NA,en,,NA,NA,,,"RT @beyondwattsuk: Plotting ISS orbits for today (9-Nov) with the amazing Skyfield library for #30DayMapChallenge Day 9 -Space

Made with #…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T13:48:29Z,1590340552062484500,1590340552062484480,"RT @researchremora: Day 8 of #30DayMapChallenge: OpenStreetMap. Here's a map of Hiroshima, Japan, showing rivers, roads, and buildings. Ran…",FALSE,140,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,58,0,TRUE,TRUE,NA,en,,NA,NA,,,"RT @researchremora: Day 8 of #30DayMapChallenge: OpenStreetMap. Here's a map of Hiroshima, Japan, showing rivers, roads, and buildings. Ran…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T04:30:00Z,1590200004349759500,1590200004349759489,"#30DayMapChallenge

Day 9 - Space
Meteorite landings in South America

Día 9 - Espacio
Aterrizaje de meteoritos en Sudamérica

Source/fuente: meteorite landings dataset by The Meteoritical Society/NASA 2018
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/NwPMvAGDrt",FALSE,257,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,5,FALSE,FALSE,FALSE,es,,NA,NA,,,"#30DayMapChallenge

Day 9 - Space
Meteorite landings in South America

Día 9 - Espacio
Aterrizaje de meteoritos en Sudamérica

Source/fuente: meteorite landings dataset by The Meteoritical Society/NASA 2018
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/NwPMvAGDrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08T04:30:00Z,1589837618325336e3,1589837618325336064,"#30DayMapChallenge

Day 8 - OpenStreetMap
Mapping walking time with OSM

Día 8 - OpenStreetMap
Mapeo con OSM del tiempo que toma caminar

Source/fuente: OpenStreetMap
Tools/Herramientas: R &amp; LO Impress
Code: https://t.co/0jPRTM1RHO
Adapted from original code by @UrbanDemog https://t.co/by0r6FZj7J",FALSE,277,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,19,FALSE,FALSE,FALSE,en,,NA,NA,,,"#30DayMapChallenge

Day 8 - OpenStreetMap
Mapping walking time with OSM

Día 8 - OpenStreetMap
Mapeo con OSM del tiempo que toma caminar

Source/fuente: OpenStreetMap
Tools/Herramientas: R &amp; LO Impress
Code: https://t.co/0jPRTM1RHO
Adapted from original code by @UrbanDemog https://t.co/by0r6FZj7J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-07T04:30:00Z,1589475228794716200,1589475228794716160,"#30DayMapChallenge

Day 7 - Raster
Bolivia, urban land change 2000-2020.
Builtup land change derived from landsat satellite imagery.

Día 7 - Ráster
Bolivia, expansión urbana 2000-2020.

Source/fuente: UMD GLAD Global 2000-2020
LCLUC
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/jvee5lJhX6",FALSE,284,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,10,FALSE,FALSE,FALSE,ro,,NA,NA,,,"#30DayMapChallenge

Day 7 - Raster
Bolivia, urban land change 2000-2020.
Builtup land change derived from landsat satellite imagery.

Día 7 - Ráster
Bolivia, expansión urbana 2000-2020.

Source/fuente: UMD GLAD Global 2000-2020
LCLUC
Tools/Herramientas: QGIS &amp; LibreOffice Impress https://t.co/jvee5lJhX6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-07T02:37:19Z,1589446871243968500,1589446871243968517,"RT @TerribleMaps: Map of South American cuisine 

#map #Maps #Terriblemaps #TerribleMap #food #southamerica #cuisine https://t.co/GzoUhrHkQy",FALSE,140,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,597,0,FALSE,TRUE,FALSE,en,,NA,NA,,,"RT @TerribleMaps: Map of South American cuisine 

#map #Maps #Terriblemaps #TerribleMap #food #southamerica #cuisine https://t.co/GzoUhrHkQy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
